study.ID,ID,publication.year,data.year,exp.year,exp.length (months),disturbance,focus,technique,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,measured.factor,factor.levels,treatment,control,unit,Nsites,nsamples,ntotalsamples,mean.treatment,mean.control,var.t,var.c,p-value,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation (m),MAP (mm),aridity.index,potential.evaporation (mm),grazing,soil,notes
20,20.1,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,sand,50 years of plantation,planted site,desert steppe,percent,6,10,60,66.39,13.54,1.77,2.04,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.2,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,silt,0 year of plantation,planted site,desert steppe,percent,6,10,60,0.01,72,0.07,1.77,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.2,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,silt,14 years of plantation,planted site,desert steppe,percent,6,10,60,15.6,72,1.35,1.77,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.2,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,silt,23 years of plantation,planted site,desert steppe,percent,6,10,60,23.59,72,1.92,1.77,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.2,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,silt,34 years of plantation,planted site,desert steppe,percent,6,10,60,24.18,72,1.82,1.77,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.2,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,silt,43 years of plantation,planted site,desert steppe,percent,6,10,60,24.79,72,1.58,1.77,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.2,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,silt,50 years of plantation,planted site,desert steppe,percent,6,10,60,22.59,72,2.02,1.77,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.3,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,clay,0 year of plantation,planted site,desert steppe,percent,6,10,60,0.22,14.95,0.28,0.98,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.3,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,clay,14 years of plantation,planted site,desert steppe,percent,6,10,60,4.54,14.95,2.2,0.98,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.3,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,clay,23 years of plantation,planted site,desert steppe,percent,6,10,60,4.87,14.95,0.97,0.98,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.3,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,clay,34 years of plantation,planted site,desert steppe,percent,6,10,60,5.34,14.95,0.87,0.98,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.3,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,clay,43 years of plantation,planted site,desert steppe,percent,6,10,60,6.93,14.95,1.12,0.98,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.3,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,clay,50 years of plantation,planted site,desert steppe,percent,6,10,60,11.01,14.95,0.83,0.98,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.4,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,depth of soil and crusts,0 year of plantation,planted site,desert steppe,cm,6,10,60,0,4.87,0,0.84,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.4,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,depth of soil and crusts,14 years of plantation,planted site,desert steppe,cm,6,10,60,0.72,4.87,0.02,0.84,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.4,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,depth of soil and crusts,23 years of plantation,planted site,desert steppe,cm,6,10,60,1.4,4.87,0.04,0.84,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.4,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,depth of soil and crusts,34 years of plantation,planted site,desert steppe,cm,6,10,60,1.7,4.87,0.02,0.84,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.4,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,depth of soil and crusts,43 years of plantation,planted site,desert steppe,cm,6,10,60,2.2,4.87,0.16,0.84,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.4,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,depth of soil and crusts,50 years of plantation,planted site,desert steppe,cm,6,10,60,2.5,4.87,0.03,0.84,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.5,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,water-holding capacity,0 year of plantation,planted site,desert steppe,percent,6,10,60,9.32,24.16,1.38,2.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.5,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,water-holding capacity,14 years of plantation,planted site,desert steppe,percent,6,10,60,11.27,24.16,2.12,2.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.5,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,water-holding capacity,23 years of plantation,planted site,desert steppe,percent,6,10,60,13.38,24.16,2.26,2.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.5,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,water-holding capacity,34 years of plantation,planted site,desert steppe,percent,6,10,60,15.44,24.16,1.35,2.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.5,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,water-holding capacity,43 years of plantation,planted site,desert steppe,percent,6,10,60,16.87,24.16,1.62,2.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.5,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,water-holding capacity,50 years of plantation,planted site,desert steppe,percent,6,10,60,16.22,24.16,1.71,2.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.6,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,topsoil water content,0 year of plantation,planted site,desert steppe,percent,6,10,60,1.55,3.31,0.18,0.27,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.6,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,topsoil water content,14 years of plantation,planted site,desert steppe,percent,6,10,60,1.92,3.31,0.34,0.27,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.6,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,topsoil water content,23 years of plantation,planted site,desert steppe,percent,6,10,60,2.09,3.31,0.53,0.27,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.6,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,topsoil water content,34 years of plantation,planted site,desert steppe,percent,6,10,60,2.1,3.31,0.21,0.27,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.6,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,topsoil water content,43 years of plantation,planted site,desert steppe,percent,6,10,60,2.2,3.31,0.38,0.27,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.6,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,topsoil water content,50 years of plantation,planted site,desert steppe,percent,6,10,60,2.56,3.31,0.16,0.27,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.7,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,bulk density,0 year of plantation,planted site,desert steppe,percent,6,10,60,1.53,1.13,0.02,0.08,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.7,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,bulk density,14 years of plantation,planted site,desert steppe,percent,6,10,60,1.52,1.13,0.02,0.08,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.7,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,bulk density,23 years of plantation,planted site,desert steppe,percent,6,10,60,1.5,1.13,0.02,0.08,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.7,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,bulk density,34 years of plantation,planted site,desert steppe,percent,6,10,60,1.5,1.13,0.02,0.08,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.7,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,bulk density,43 years of plantation,planted site,desert steppe,percent,6,10,60,1.47,1.13,0.03,0.08,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.7,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,bulk density,50 years of plantation,planted site,desert steppe,percent,6,10,60,1.44,1.13,0.02,0.08,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.8,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,ph,0 year of plantation,planted site,desert steppe,,6,10,60,7.42,8.28,0.26,0.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.8,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,ph,14 years of plantation,planted site,desert steppe,,6,10,60,7.82,8.28,0.05,0.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.8,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,ph,23 years of plantation,planted site,desert steppe,,6,10,60,7.9,8.28,0.13,0.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.8,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,ph,34 years of plantation,planted site,desert steppe,,6,10,60,7.91,8.28,0.09,0.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.8,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,ph,43 years of plantation,planted site,desert steppe,,6,10,60,7.93,8.28,0.05,0.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.8,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,ph,50 years of plantation,planted site,desert steppe,,6,10,60,7.99,8.28,0.07,0.17,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.9,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,organic carbon,0 year of plantation,planted site,desert steppe,g kg-1,6,10,60,0.37,20.54,0.13,1.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.9,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,organic carbon,14 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.65,20.54,0.34,1.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.9,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,organic carbon,23 years of plantation,planted site,desert steppe,g kg-1,6,10,60,4.32,20.54,0.31,1.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.9,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,organic carbon,34 years of plantation,planted site,desert steppe,g kg-1,6,10,60,5.56,20.54,0.41,1.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.9,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,organic carbon,43 years of plantation,planted site,desert steppe,g kg-1,6,10,60,7.59,20.54,0.29,1.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.9,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,organic carbon,50 years of plantation,planted site,desert steppe,g kg-1,6,10,60,7.74,20.54,0.2,1.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.1,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total N,0 year of plantation,planted site,desert steppe,g kg-1,6,10,60,0.17,2.07,0.02,0.25,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.1,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total N,14 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.22,2.07,0.05,0.25,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.1,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total N,23 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.52,2.07,0.08,0.25,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.1,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total N,34 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.66,2.07,0.09,0.25,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.1,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total N,43 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.74,2.07,0.1,0.25,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.1,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total N,50 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.02,2.07,0.21,0.25,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.11,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,C N ratio,0 year of plantation,planted site,desert steppe,,6,10,60,2.17,10.08,0.83,1.61,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.11,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,C N ratio,14 years of plantation,planted site,desert steppe,,6,10,60,7.5,10.08,2.94,1.61,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.11,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,C N ratio,23 years of plantation,planted site,desert steppe,,6,10,60,8.31,10.08,1.51,1.61,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.11,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,C N ratio,34 years of plantation,planted site,desert steppe,,6,10,60,8.42,10.08,1.12,1.61,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.11,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,C N ratio,43 years of plantation,planted site,desert steppe,,6,10,60,10.49,10.08,1.47,1.61,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.11,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,C N ratio,50 years of plantation,planted site,desert steppe,,6,10,60,7.94,10.08,2.05,1.61,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.12,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total P,0 year of plantation,planted site,desert steppe,g kg-1,6,10,60,0.4,1.38,0.06,0.04,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.12,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total P,14 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.44,1.38,0.05,0.04,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.12,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total P,23 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.71,1.38,0.03,0.04,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.12,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total P,34 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.72,1.38,0.02,0.04,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.12,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total P,43 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.75,1.38,0.02,0.04,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.12,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total P,50 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.77,1.38,0.02,0.04,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.13,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total K,0 year of plantation,planted site,desert steppe,g kg-1,6,10,60,0.11,1.78,0.04,0.06,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.13,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total K,14 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.99,1.78,0.13,0.06,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.13,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total K,23 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.17,1.78,0.09,0.06,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.13,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total K,34 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.23,1.78,0.1,0.06,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.13,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total K,43 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.25,1.78,0.09,0.06,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.13,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total K,50 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.32,1.78,0.05,0.06,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.14,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,electrical conductivity,0 year of plantation,planted site,desert steppe,m s-1,6,10,60,0.09,1.28,0.05,0.96,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.14,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,electrical conductivity,14 years of plantation,planted site,desert steppe,m s-1,6,10,60,0.14,1.28,0.02,0.96,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.14,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,electrical conductivity,23 years of plantation,planted site,desert steppe,m s-1,6,10,60,0.15,1.28,0.07,0.96,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.14,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,electrical conductivity,34 years of plantation,planted site,desert steppe,m s-1,6,10,60,0.17,1.28,0.03,0.96,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.14,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,electrical conductivity,43 years of plantation,planted site,desert steppe,m s-1,6,10,60,0.17,1.28,0.05,0.96,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.14,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,electrical conductivity,50 years of plantation,planted site,desert steppe,m s-1,6,10,60,0.19,1.28,0.05,0.96,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.15,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total salt,0 year of plantation,planted site,desert steppe,g kg-1,6,10,60,0.4,1.3,0.08,0.34,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
