study.ID,ID,publication.year,data.year,exp.year,exp.length (months),disturbance,focus,technique,intervention,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,outcome,measured.factor,treatment,control,unit,Nsites,n.t,n.c,ntotalsamples,mean.t,mean.c,sd.t,sd.c,se.t,se.c,p,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation (m),MAP (mm),aridity.index,potential.evaporation (mm),grazing,soil,notes
104,104.2,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Pistacia lentiscus,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,electrical conductivity,inoculation with exotic G. claroideum ,non inoculation,uS cm-1,1,15,15,60,210,206,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.2,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Pistacia lentiscus,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,total N,inoculation with native mycorrhizal fungi ,non inoculation,g kg-1,1,15,15,60,1,1,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.2,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Pistacia lentiscus,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,total N,inoculation with exotic G. claroideum ,non inoculation,g kg-1,1,15,15,60,0.8,1,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.2,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Pistacia lentiscus,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,available P,inoculation with native mycorrhizal fungi ,non inoculation,ug g-1,1,15,15,60,31,22,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.2,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Pistacia lentiscus,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,available P,inoculation with exotic G. claroideum ,non inoculation,ug g-1,1,15,15,60,28,22,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.2,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Pistacia lentiscus,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,extractable K,inoculation with native mycorrhizal fungi ,non inoculation,ug g-1,1,15,15,60,339,315,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.2,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Pistacia lentiscus,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,extractable K,inoculation with exotic G. claroideum ,non inoculation,ug g-1,1,15,15,60,305,315,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 0 months after planting",non inoculation,g dw,1,15,15,60,0.58,0.44,0,0,0,0,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with exotic G. claroideum, 0 months after planting",non inoculation,g dw,1,15,15,60,0.64,0.44,0,0,0,0,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 3 months after planting",non inoculation,g dw,1,15,15,60,1.35,1.02,0.19,0,0.05,0,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with exotic G. claroideum, 3 months after planting",non inoculation,g dw,1,15,15,60,1.12,1.02,0,0,0,0,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 6 months after planting",non inoculation,g dw,1,15,15,60,3.39,2.13,0.66,0.54,0.17,0.14,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with exotic G. claroideum, 6 months after planting",non inoculation,g dw,1,15,15,60,2.54,2.13,0.58,0.54,0.15,0.14,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 9 months after planting",non inoculation,g dw,1,15,15,60,3.56,2.41,0,0.39,0,0.1,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with exotic G. claroideum, 9 months after planting",non inoculation,g dw,1,15,15,60,3.43,2.41,0.58,0.39,0.15,0.1,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 12 months after planting",non inoculation,g dw,1,15,15,60,4.5,3.32,0.58,0.85,0.15,0.22,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with exotic G. claroideum, 12 months after planting",non inoculation,g dw,1,15,15,60,5.35,3.32,1.43,0.85,0.37,0.22,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,nitrogen,"inoculation with native mycorrhizal fungi, 0 months after planting",non inoculation,mg per plant,1,15,15,60,6.75,6.38,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,nitrogen,"inoculation with exotic G. claroideum, 0 months after planting",non inoculation,mg per plant,1,15,15,60,6.46,6.38,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,nitrogen,"inoculation with native mycorrhizal fungi, 6 months after planting",non inoculation,mg per plant,1,15,15,60,35.76,17.76,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,nitrogen,"inoculation with exotic G. claroideum, 6 months after planting",non inoculation,mg per plant,1,15,15,60,37.2,17.76,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,nitrogen,"inoculation with native mycorrhizal fungi, 12 months after planting",non inoculation,mg per plant,1,15,15,60,91.53,52.69,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,nitrogen,"inoculation with exotic G. claroideum, 12 months after planting",non inoculation,mg per plant,1,15,15,60,78.71,52.69,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,phosphorus,"inoculation with native mycorrhizal fungi, 0 months after planting",non inoculation,mg per plant,1,15,15,60,0.53,0.41,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,phosphorus,"inoculation with exotic G. claroideum, 0 months after planting",non inoculation,mg per plant,1,15,15,60,0.39,0.41,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,phosphorus,"inoculation with native mycorrhizal fungi, 6 months after planting",non inoculation,mg per plant,1,15,15,60,1.66,0.5,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,phosphorus,"inoculation with exotic G. claroideum, 6 months after planting",non inoculation,mg per plant,1,15,15,60,1.14,0.5,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,phosphorus,"inoculation with native mycorrhizal fungi, 12 months after planting",non inoculation,mg per plant,1,15,15,60,2.42,0.97,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,phosphorus,"inoculation with exotic G. claroideum, 12 months after planting",non inoculation,mg per plant,1,15,15,60,2.75,0.97,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,potassium,"inoculation with native mycorrhizal fungi, 0 months after planting",non inoculation,mg per plant,1,15,15,60,6.1,5.1,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,potassium,"inoculation with exotic G. claroideum, 0 months after planting",non inoculation,mg per plant,1,15,15,60,3.97,5.1,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,potassium,"inoculation with native mycorrhizal fungi, 6 months after planting",non inoculation,mg per plant,1,15,15,60,25.11,12.78,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,potassium,"inoculation with exotic G. claroideum, 6 months after planting",non inoculation,mg per plant,1,15,15,60,22.89,12.78,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,potassium,"inoculation with native mycorrhizal fungi, 12 months after planting",non inoculation,mg per plant,1,15,15,60,26.71,15.59,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,potassium,"inoculation with exotic G. claroideum, 12 months after planting",non inoculation,mg per plant,1,15,15,60,16.13,15.59,,,,,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,ph,inoculation with native mycorrhizal fungi ,non inoculation,,1,15,15,60,8.18,8.16,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,ph,inoculation with exotic G. claroideum ,non inoculation,,1,15,15,60,8.08,8.16,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,electrical conductivity,inoculation with native mycorrhizal fungi ,non inoculation,uS cm-1,1,15,15,60,234,239,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,electrical conductivity,inoculation with exotic G. claroideum ,non inoculation,uS cm-1,1,15,15,60,232,239,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,total N,inoculation with native mycorrhizal fungi ,non inoculation,g kg-1,1,15,15,60,1.3,1.4,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,total N,inoculation with exotic G. claroideum ,non inoculation,g kg-1,1,15,15,60,1.2,1.4,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,available P,inoculation with native mycorrhizal fungi ,non inoculation,ug g-1,1,15,15,60,5,10,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,available P,inoculation with exotic G. claroideum ,non inoculation,ug g-1,1,15,15,60,11,10,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,extractable K,inoculation with native mycorrhizal fungi ,non inoculation,ug g-1,1,15,15,60,411,424,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.3,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Retama sphaerocarpa,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,extractable K,inoculation with exotic G. claroideum ,non inoculation,ug g-1,1,15,15,60,415,424,,,,,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.4,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Rhamnus lycioides,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 0 months after planting",non inoculation,g dw,1,15,15,60,0.34,0.14,0.15,0,0.04,0,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.4,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Rhamnus lycioides,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with exotic G. claroideum, 0 months after planting",non inoculation,g dw,1,15,15,60,0.14,0.14,0,0,0,0,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.4,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Rhamnus lycioides,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 3 months after planting",non inoculation,g dw,1,15,15,60,0.41,0.22,0.12,0,0.03,0,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.4,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Rhamnus lycioides,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with exotic G. claroideum, 3 months after planting",non inoculation,g dw,1,15,15,60,0.29,0.22,0,0,0,0,0.1,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.4,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Rhamnus lycioides,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 6 months after planting",non inoculation,g dw,1,15,15,60,0.89,0.39,0.15,0,0.04,0,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.4,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Rhamnus lycioides,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with exotic G. claroideum, 6 months after planting",non inoculation,g dw,1,15,15,60,0.71,0.39,0.19,0,0.05,0,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
104,104.4,2003,2001,2000,12,agriculture,vegetation,mycorrhizal,mycorrhizal inoculation ,active,mycorrhizal inoculation-plants establishment,mycorrhizal inoculation-plants establishment,Rhamnus lycioides,"Olea europaea, Pistacia lentiscus, Retama sphaerocarpa, Rhamnus lycioides",native vegetation,native species,shoot dry weight,"inoculation with native mycorrhizal fungi, 9 months after planting",non inoculation,g dw,1,15,15,60,1.19,0.43,0.27,0,0.07,0,0.05,59,std.error,38.38,-1.16,Europe,Spain,agriculture,,315,,,unreported animal,physicochemical properties,
